id,title,estimate_label,true_label,score
310800,rutgers scientist coleads report on economic risks of climate change,Technology&Science,Businness,0
165699,bofa shares drop after stresstest error halts dividend increase,Businness,Businness,1
70584,us stocks rise dow in triple digit gain,Businness,Businness,1
114101,did you spot banksys getaway van in cheltenham new artwork pops up,Economy,Economy,1
297093,bitcoin integrity endangered by mining pool,Businness,Businness,1
286637,nasas new horizons spacecraft to help find evidence of old ocean on  ,Technology&Science,Technology&Science,1
308231,crude oil little changed near 9month highs iraq is still the focus of the world,Businness,Businness,1
247269,us approves new antibiotic for skin infections,Health,Health,1
241101,kurdistan begins pipeline oil exports via turkey,Businness,Businness,1
8058,weed use up cocaine use down study,Health,Health,1
240152,after elevator brawl jay z rachel roy to attend kimye wedding,Economy,Economy,1
16032,survey onethird of uninsured do not plan to buy insurance despite  ,Businness,Businness,1
416640,diem brown of mtvs the challenge is battling cancer for the third time,Health,Health,1
413288,bardarbunga calms down,Technology&Science,Technology&Science,1
319226,gary oldman apologizes on camera for offensive insensitive pernicious ill  ,Economy,Economy,1
304826,amazon fire phone 5 things we like about,Technology&Science,Businness,0
416318,watch pregnant hayden panettiere reveals babys sex on emmys red carpet,Economy,Economy,1
366297,study hookah use up among high school seniors,Health,Health,1
282205,amaya agrees 49bn acquisition of pokerstars and full tilt poker,Businness,Businness,1
86850,goonies sequel may finally be underway,Economy,Economy,1
30216,mt gox reveals it found 200000 bitcoins in old format wallet,Businness,Businness,1
236439,angelina jolie may consider run for political office,Economy,Economy,1
241223,more gm recalls suzuki forenzas made by gm are fire hazards,Technology&Science,Technology&Science,1
40054,gwar frontman david brockie aka oderus urungus confirmed dead,Economy,Economy,1
256542,lg g3 verizon confirmed before may 27 launch,Technology&Science,Technology&Science,1
257554,wiz khalifa scraps adele collaboration from his next album the british singer  ,Economy,Economy,1
89237,game of thrones season 4 premiere biggest hbo ratings since sopranos finale,Economy,Economy,1
203379,update 1under fire pfizer hits back as weighs next astra move,Businness,Businness,1
92862,samsung galaxy ace style launched with android 44 kitkat features  ,Technology&Science,Technology&Science,1
296251,why gentiva health services gtiv is up in afterhours trading today,Businness,Health,0
169857,greek man returning from persian gulf cleared for mers,Health,Health,1
162963,satya nadella outlines his vision for microsoft,Technology&Science,Businness,0
205019,fcc changes its mind on net neutrality again,Technology&Science,Technology&Science,1
86991,obese children cost an additional 19k in medical expenses,Health,Health,1
199239,4 new mers deaths in saudi arabia,Health,Health,1
401327,driverless cars get green light for testing on public road,Technology&Science,Technology&Science,1
239181,ebay database breached site asks users to change password  video,Technology&Science,Technology&Science,1
173706,microsoft warns of internet explorer security gap,Technology&Science,Technology&Science,1
59525,jp runners prepare for boston marathon,Businness,Health,0
8151,doubts raised about stap cell scientists doctoral dissertation,Health,Health,1
183015,coldplay dedicates fix you to good friend mick jagger following lwren scotts  ,Economy,Economy,1
414075,tmobile offers quadruple lte data on simple starter plans,Technology&Science,Technology&Science,1
287195,lea micheles new boyfriend matthew paetz is a gigolo,Economy,Economy,1
38782,gas prices drop around nh maine,Businness,Technology&Science,0
312869,review teenage mutant ninja turtles 35,Economy,Economy,1
92982,ben  jerrys scoops up free cones tuesday,Economy,Economy,1
419599,the rumored 129inch ipad is coming early next year but who is it for,Technology&Science,Technology&Science,1
229858,russia china seal major gas deal bypass us dollar,Businness,Businness,1
77652,un court orders japan to halt whaling program,Technology&Science,Technology&Science,1
270693,the bachelorette recap andi takes the guys to connecticut,Economy,Economy,1
91778,nab ceo gordon smith warns of potential harm and problem with spectrum  ,Technology&Science,Technology&Science,1
408793,fda to regulate labdeveloped tests,Health,Health,1
384597,amazons kindle unlimited is all you can read ebooks for 999 per month,Technology&Science,Technology&Science,1
124564,philly mayor signs order limiting ice detentions,Businness,Businness,1
145052,nokia to be renamed as microsoft mobile,Technology&Science,Technology&Science,1
294405,unicode consortium introduces 250 new emojis yes thats a middle finger,Technology&Science,Technology&Science,1
384220,gulf kingdom aims to swap desert sand for martian soil,Technology&Science,Technology&Science,1
70861,need an obamacare enrollment extension heres what to do,Businness,Businness,1
136473,heart bleed bug test netcraft browser plugin identifies and checks sites  ,Technology&Science,Technology&Science,1
67730,lea michele and her nips attend the kids choice awards,Economy,Economy,1
331894,beyonce and jay z make an example out of justin bieber at their concert  ,Economy,Economy,1
155955,ipad sales fall as apple fans go crazy for iphones,Technology&Science,Technology&Science,1
288978,ap photos miss nevada crowned as miss usa,Economy,Economy,1
328838,bobby womack 70 singersongwriter,Economy,Economy,1
1244,iphone 6 release concept video suggests iphone air may join ipad,Technology&Science,Technology&Science,1
105898,silent birds 44 percent of twitter users have never tweeted,Technology&Science,Technology&Science,1
356903,liverail acquired by facebook inc nasdaqfb to offer video ads,Technology&Science,Technology&Science,1
411025,guardians of the galaxy delivers,Technology&Science,Economy,0
193667,lebron james will star in judd apatows next movie,Economy,Economy,1
165765,bank of americas bad math dividend and stock buyback suspended,Businness,Businness,1
373086,rita skeeters rumors whats really happening with harry potter,Economy,Economy,1
382884,total inadequacy of the feds new tools,Technology&Science,Businness,0
362047,back in the usa paul mccartney returns to stage after virus with tributes to  ,Economy,Economy,1
59190,teenage mutant ninja turtles fans rejoice movie trailer is here,Economy,Economy,1
78049,rising temperatures a threat to economy,Technology&Science,Technology&Science,1
381788,nick and vanessa lachey announce baby news in the cutest possible way,Economy,Economy,1
300204,young star zendaya will play aaliyah in biopic,Economy,Economy,1
303180,nwa biopic cast revealed shooting begins in august,Economy,Economy,1
10196,waterrich gem points to vast oceans beneath earth,Technology&Science,Technology&Science,1
110475,what your favorite game of thrones actors would do at a westeros wedding,Economy,Economy,1
389112,the 99 percent rise up in the purge anarchy,Businness,Economy,0
170510,3d systems q1 earnings hit target outlook cautious,Businness,Businness,1
389985,2 fla cases of mosquito virus contracted in us,Health,Health,1
31065,arrest of secretleaking exmicrosoftie raises hotmail privacy concerns updated,Technology&Science,Technology&Science,1
250080,dinosaur fossil unveiled at australian museum proves bibles creation story,Technology&Science,Technology&Science,1
204518,moon visits a fading mars in saturday night sky,Technology&Science,Technology&Science,1
290067,checkout glitch jams target registers retailer says problem fixed,Businness,Businness,1
407602,george christy talks about james brown get on up chadwick boseman and  ,Economy,Economy,1
159035,microsoft beats expectations with nearly unchanged revenue,Businness,Businness,1
53875,heres hoping a good director doesnt sabotage his great copflick career,Economy,Economy,1
354929,once upon a time has found their elsa,Economy,Economy,1
258540,abortion clinic limits on doctors tested in wisconsin alabama,Health,Health,1
111339,pictures mtv movie awards fashion 2014,Economy,Economy,1
420954,fx picks up louis ck comedy starring zach galifianakis,Economy,Economy,1
184965,chinas alibaba files for landmark ipo,Businness,Businness,1
238152,gamestop corporation gamestop reports first quarter 2014 results,Businness,Businness,1
84989,microsoft eyes up apple carplay rival windows in the car,Technology&Science,Technology&Science,1
149456,att q1 profit slips but tops view revenues up,Businness,Businness,1
79952,facebook chief sheryl sandberg sells shares fuelling exit speculation,Technology&Science,Businness,0
23481,miley cyrus tour bus 911 call,Economy,Economy,1
226915,button quota facebook releases relationship ask,Technology&Science,Technology&Science,1
92072,comcast the little guy theres competition everywhere the company argues,Technology&Science,Technology&Science,1
143284,us dragon spacecraft arrives at space station nasa,Technology&Science,Technology&Science,1
10377,the world wide web is 25 years old,Technology&Science,Technology&Science,1
195298,welfare reform impacting on mental health,Health,Health,1
195243,local organizations continue advocacy efforts during mental health awareness  ,Health,Health,1
286458,e3 2014 destiny gameplay trailer sells you on the experience,Technology&Science,Technology&Science,1
281495,us producer prices slipped 02 percent in may in sign of tame inflation  the  ,Businness,Businness,1
290783,ceo tim cook making apple his own,Technology&Science,Technology&Science,1
134585,heaven is for real,Economy,Economy,1
135788,nj unemployment rate inches up to 72 percent,Businness,Businness,1
383109,report californians actually using more water during drought,Businness,Businness,1
325264,multifaceted actor eli wallach dies at 98,Economy,Economy,1
410682,julia roberts confronts the dog thats afraid of her face,Economy,Economy,1
213314,technology titans apple google call truce in smartphone patent war,Technology&Science,Technology&Science,1
82978,frankie knuckles dies at 59 dj helped create house music,Economy,Economy,1
196664,battle for chinas mobile internet shakes up stodgy industries from banking to taxis,Businness,Businness,1
65353,american horror story freak show paleyfest casting and more,Economy,Economy,1
377550,critics say citigroups deal not enough,Businness,Businness,1
157940,gene therapy may boost hearing study finds,Health,Health,1
361289,mortgage rates drop to near 4,Businness,Businness,1
51162,citigroup gamestop lululemon are stocks to watch,Businness,Businness,1
91656,gm makes single largest investment in detroithamtramck plant for next gen  ,Businness,Businness,1
101252,update 1iac increases stake in tinder report,Businness,Businness,1
165708,math error halts bank of americas stock buy back and dividend increase,Businness,Businness,1
54176,full teenage mutant ninja turtles trailer kicks serious shell,Economy,Economy,1
218056,cannes watch jones premieres the homesman,Economy,Economy,1
78734,kaley cuoco didnt chop off her locks,Economy,Economy,1
248347,apple seeks order to block some samsung phones,Technology&Science,Technology&Science,1
148951,valeant offers to buy botox maker allergan for 47 bln,Businness,Businness,1
173497,us businesses step up hiring in april,Businness,Businness,1
377111,stocks snap higher on wall street citigroup up,Businness,Businness,1
354273,the notebook 10year anniversary ryan gosling hated exgirlfriend rachel  ,Economy,Economy,1
253833,doctor jim carreys inspiring commencement address to management grads  ,Economy,Economy,1
45376,how  why did facebook acquire oculus vr for 2 billion what is the future  ,Technology&Science,Technology&Science,1
136389,nasa discovers first earthsized planet in habitable zone,Technology&Science,Technology&Science,1
318208,the health app is intriguing for apple but data suggests it wont move the  ,Technology&Science,Technology&Science,1
179633,vampire therapy to reverse ageing,Health,Health,1
244382,comatose woman gives birth to a baby boy,Health,Health,1
92365,72 of americans refuse google glass over privacy concerns report,Technology&Science,Technology&Science,1
229464,mosquitos test positive for west nile virus in san jose fogging to begin early,Health,Health,1
25851,hands on samsung galaxy s5 sticks to formula,Technology&Science,Technology&Science,1
400338,countdown begins for first 7879 commercial flight,Businness,Businness,1
381566,s african noble laureate nadine gordimer dies,Economy,Economy,1
197577,watch out rare goblin shark caught off florida keys,Technology&Science,Technology&Science,1
90474,government says 2015 medicare payments to rise not fall,Businness,Businness,1
401505,blackberry scoops up secure voice and text maker,Technology&Science,Technology&Science,1
172893,ecb measures may be warranted despite inflation pickup in april,Businness,Businness,1
270378,no pr needed jonah hill gives authentic apology for homophobic slur,Economy,Economy,1
211466,duly noted steinberg former sac capital trader sentenced to prison time fine  ,Businness,Businness,1
255495,hidden cash twitter hunt sweeps san francisco  people speaks to the man  ,Businness,Businness,1
351142,katy perry accused of plagiarising dark horse single from a group of  ,Economy,Economy,1
179154,girls on men podcast season 7 episode 4 with mad mens stephanie drake,Economy,Economy,1
325844,new yorks ban on big sodas illegal court,Health,Health,1
48663,visionary or nuts facebook ceo zuckerbergs multibillion deal raises  ,Technology&Science,Technology&Science,1
159767,scientists rediscover ship that sank near sf 126 years ago,Technology&Science,Technology&Science,1
182477,kanye west and kim kardashian maybe sorta possibly got married,Economy,Economy,1
148790,biz break gileads new hepatitis c drug produces huge sales in debut quarter,Businness,Businness,1
225803,most expensive divorce in history ordered,Economy,Businness,0
122744,dina lohan pleads guilty to dui,Economy,Economy,1
255237,will new satellite data help locate flight 370,Businness,Businness,1
136580,why the cyberwar against hackers is being lost,Technology&Science,Technology&Science,1
320031,extra scoop rob kardashian has reportedly not spoken to his sisters in weeks,Economy,Economy,1
277708,crew of international space station offers best wishes for world cup  the  ,Technology&Science,Technology&Science,1
216842,spacex dragon spacecraft reentry splashdown a success after leaving the  ,Technology&Science,Technology&Science,1
285569,video how to navigate kennedy expressway closures this weekend,Businness,Businness,1
53637,justin bieber in custody police photos,Economy,Economy,1
179159,mad men season 7 episode 4 recap enter the computer age,Economy,Economy,1
5057,johnson crapo announce agreement on housing finance  ,Businness,Businness,1
96867,sony warns of battery fire risk in vaio computers,Technology&Science,Technology&Science,1
219148,astrazeneca divides shareholders with rejection of pfizers final offer,Businness,Businness,1
138029,what you need to know about whoopis favorite 420 accessory,Economy,Economy,1
65269,paul mcdonald and nikki reed have decided to go their separate ways,Economy,Economy,1
386342,new hiv infections decreasing un reports,Health,Health,1
342175,pippa middletons first tv interview attention over bridesmaid dress was  ,Economy,Economy,1
23090,hollywood embraces 22yearold divergent star hugger shailene woodley,Economy,Economy,1
314464,us crude surges on report washington has approved ultralight oil exports,Businness,Businness,1
408005,lorde to curate hunger games mockingjay soundtrack,Economy,Economy,1
38745,apple comcast reported in talks for streaming tv,Technology&Science,Technology&Science,1
